"","06520011B0023R","06520067C0018R","06520063C0043R","06520105C0017R","06520092C0017R","06520103C0017R","06520001B0023R","06520022C0017R","06520062C0017R","06520046C0018R","06520101B0017R","06520047C0017R","06520024B0014R","06520080B0023R","06520093C0017R","06520070C0018R","06520023C0018R","06520099B0017R","06520015C0016R","06520019C0023R"
"GeneID:130872",5555,4516,4370,3582,2042,1935,2452,4596,3234,3838,3140,3177,4278,2487,2930,2730,1738,4385,1526,2712
"GeneID:101927828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:284358",29,49,61,56,14,6,23,75,166,45,15,7,1477,49,16,45,23,16,32,28
"GeneID:1768",39,209,1118,3942,199,186,944,548,672,5621,113,1036,1404,173,286,499,211,600,150,626
"GeneID:102466759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:898",162,72,129,246,151,573,424,115,36,263,305,302,1143,448,264,136,118,186,89,217
"GeneID:100129669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
"GeneID:3965",814,306,637,629,2202,6347,2041,1242,436,295,7237,1047,697,182,10262,1273,1338,5467,978,3413
"GeneID:131870",139,110,352,403,402,447,442,148,300,405,518,323,310,128,337,411,444,459,172,522
"GeneID:171558",0,1,2,0,1,14,0,0,0,1,24,2,0,0,13,2,1,52,0,10
"GeneID:47",7974,4531,5128,4404,5661,10901,8783,4677,4736,14639,5948,8931,8103,8651,6477,12406,61454,5607,4187,8419
"GeneID:100847047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:55303",163,327,396,158,1486,847,764,332,117,244,2396,273,426,85,5496,653,931,7211,490,661
"GeneID:146050",322,411,642,817,704,845,641,542,635,1132,563,909,890,648,657,724,603,1028,569,710
"GeneID:3211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:1742",2799,2074,888,2678,731,520,457,3357,1153,1511,558,549,141,402,585,2093,3562,396,1045,971
"GeneID:100302116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:23095",16132,8599,10932,47474,9056,9423,8114,7426,11836,17003,7749,36104,14354,10757,6713,40493,58670,5926,8140,69515
"GeneID:102723604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:80329",56,21,2,0,5,7,14,13,9,6,78,5,9,250,3,6,1,0,15,70
"GeneID:100500815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:10808",13852,5676,7094,5415,3619,6562,8171,4610,4231,23000,3109,5367,3968,5785,5374,7401,8157,4942,3500,9484
"GeneID:100126318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100505853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100507065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:492311",119,160,99,76,120,57,30,108,70,86,117,91,53,49,55,243,187,134,135,171
"GeneID:100616280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:8807",1,2,11,25,29,70,11,15,5,26,202,9,20,0,101,15,29,101,17,145
"GeneID:10293",237,110,155,173,64,250,220,298,182,148,115,337,427,233,137,47,70,124,91,55
"GeneID:163747",0,0,99,0,0,0,0,7,4,1,0,0,0,0,9,0,1,7,0,0
"GeneID:25888",493,392,432,627,381,284,503,563,598,1774,240,510,1331,407,371,463,478,462,314,654
"GeneID:54741",236,195,324,206,370,517,342,131,198,199,344,129,132,257,234,485,316,191,371,277
"GeneID:100500897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100033453",0,1,0,5,0,0,0,0,0,10,0,2,3,0,0,15,1,0,0,60
"GeneID:23211",3642,2148,2354,1987,1555,3049,1414,3438,1984,3643,2230,2826,2257,2126,2828,2478,2764,3113,1475,1526
"GeneID:9637",1186,703,985,1390,788,1776,828,906,645,963,856,993,1105,2182,1109,1313,1447,844,906,1179
"GeneID:100506142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:2011",1386,1317,1518,1798,1009,2088,1553,1858,1602,2442,1620,1458,1033,1137,2400,1791,2256,2959,1051,2223
"GeneID:283897",0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0,4,3,0,1
"GeneID:53842",4,0,0,0,6,52,19,0,19,0,1,0,1,0,0,8,0,0,1,3
"GeneID:646719",3,57,25,57,8,4,19,10,10,28,10,44,13,3,10,12,23,10,12,16
"GeneID:148709",0,2,0,1,1,16,1,0,0,43,0,0,4,15,4,8,7,0,0,2
"GeneID:51241",403,353,163,315,222,480,263,264,197,286,302,250,243,395,260,239,361,325,180,163
"GeneID:101928068",0,8,5,5,1,0,4,3,2,2,3,4,0,1,3,0,3,2,2,2
"GeneID:65003",849,390,590,579,348,1031,633,516,341,481,522,418,591,601,545,413,454,466,319,232
"GeneID:401508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:27097",837,240,248,419,368,541,731,580,273,600,310,980,419,203,483,470,313,469,287,613
"GeneID:26080",0,0,0,0,0,3,92,0,0,5,0,0,0,135,0,0,0,0,0,0
"GeneID:124842",4,5,253,142,6,19,1,9,96,29,5,101,4,0,14,218,139,14,12,348
"GeneID:284440",3,7,17,11,5,1,5,9,10,7,0,1,3,0,1,8,6,9,3,2
"GeneID:102465250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:6818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100874110",0,0,9,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"GeneID:102725189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:5553",42,6,1,3,89,21,12,10,24,9,29,14,7,5,84,32,7,14,8,30
"GeneID:100874188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:5000",2407,1823,2397,2413,907,1536,809,1608,2366,1882,711,3439,2319,1262,1098,2151,2462,1043,680,2434
"GeneID:100873768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:80315",464,2098,1218,1666,1329,1394,587,1029,309,3077,1099,2844,513,435,2013,2619,3520,1665,747,4119
"GeneID:101927901",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"GeneID:150165",3,0,0,0,1,1,2,40,0,0,1,2,0,12,0,3,9,9,2,8
"GeneID:100616223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:4107",0,0,0,0,0,373,0,0,0,335,2,2,0,0,0,0,14,0,0,0
"GeneID:23516",169,250,251,303,450,1555,1776,138,610,450,1184,198,279,139,307,285,443,246,1070,761
"GeneID:100130992",0,3,6,4,0,0,1,2,0,0,0,3,0,0,1,3,0,0,5,0
"GeneID:83696",4790,8466,4009,4977,4354,4026,5724,5313,5095,7584,5238,3961,3144,6144,7050,4440,4488,10858,2452,4440
"GeneID:101928618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:22823",1909,941,2083,2209,1022,2042,1038,2015,1648,2064,1712,1646,2336,1574,1422,1233,1181,2333,976,1339
"GeneID:2914",1,38,27,591,0,11,1,0,1,69,3,53,0,0,0,23,18,4,1,11
"GeneID:56906",218,76,71,129,23,58,89,97,86,183,11,90,42,191,28,61,70,38,42,63
"GeneID:101929964",0,5,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
"GeneID:101927288",0,4,0,7,1,0,1,2,0,2,2,2,2,0,2,0,0,3,0,0
"GeneID:102724775",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:158160",124,80,241,129,155,65,69,188,169,339,245,139,158,0,124,148,144,496,77,214
"GeneID:101930064",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:51495",1427,2035,1045,1495,1068,1870,1033,861,1022,376,527,1367,1397,903,485,1285,1709,373,724,1230
"GeneID:3131",44,281,14,114,9,20,13,131,555,115,62,646,111,225,60,699,772,583,27,233
"GeneID:1259",0,0,4,17,0,5,7,6,5,6,0,5,1,0,15,91,0,45,6,26
"GeneID:284865",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:91687",315,91,127,170,96,165,300,201,157,237,104,272,298,287,123,69,53,164,105,56
"GeneID:51594",12597,11533,14046,13512,11091,12999,20887,15224,10923,15658,8684,13670,13393,8008,10112,12471,10773,13807,12223,9983
"GeneID:55297",2414,1411,1348,1793,921,1357,1014,1276,1266,2666,1599,1245,1279,1498,1860,1926,1714,3069,972,1785
"GeneID:7155",32855,13097,17633,23910,9171,16475,11527,21509,17042,12544,11370,25453,16832,20189,12827,11080,11762,16896,9426,13741
"GeneID:102724184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:22909",2619,3448,1908,2690,1273,929,2535,2633,3974,1824,989,2334,4581,1677,1323,1759,1574,1929,1059,1724
"GeneID:10212",1211,661,732,880,650,970,1205,978,778,1796,1196,1164,1536,1540,1353,689,848,1300,578,814
"GeneID:101927492",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"GeneID:85007",689,813,645,522,677,573,355,1020,490,553,987,654,698,366,1171,620,598,1688,420,578
"GeneID:401253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"GeneID:168002",2,90,34,0,19,767,1,79,7,0,17,93,8,45,26,2,4,104,2,56
"GeneID:58506",1018,986,1054,1112,772,1011,813,1099,740,1803,1004,877,1293,760,1186,1043,1571,1233,739,1626
"GeneID:25897",2823,2729,2773,12900,3863,2614,3571,3708,3068,4888,11171,3657,1691,5033,9096,4819,4776,15428,2657,5842
"GeneID:25789",191,193,17,851,1,32,2,6,5,1398,14,781,37,24,2,1636,4851,0,120,1364
"GeneID:23411",3380,3133,1150,823,728,1234,587,2919,1402,2342,903,1462,1212,1032,1347,1771,1292,1962,742,1883
"GeneID:654483",1,0,5,1,4,5,0,7,1,0,1,3,1,0,0,0,0,2,5,10
"GeneID:102724861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:8910",230,195,778,2215,1128,719,1557,193,252,1921,816,3446,784,1916,842,4648,3269,302,3279,1542
"GeneID:101928754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GeneID:6549",0,1,3,3120,0,30,2,2,0,10,0,129,3,35,2,0,0,41,1,11
"GeneID:9940",80,15,625,53,78,1382,41,1144,367,16,97,26,114,52,130,108,72,237,59,198
"GeneID:101101776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:91351",1347,443,1485,2681,2767,3817,1830,1284,1091,765,3698,2550,2110,1870,4784,2849,2710,4558,3113,4113
"GeneID:101930002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928225",0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:653583",236,243,114,404,196,316,112,328,213,180,253,36,195,98,401,204,247,375,207,169
"GeneID:55017",913,740,470,562,498,1015,1514,1138,536,319,775,245,443,703,868,555,653,645,445,548
"GeneID:79876",3462,1294,1303,3137,1418,1856,2356,1295,1919,1975,1289,1259,1475,2039,1475,1300,1826,2034,1262,1154
"GeneID:768219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928135",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:677840",1069,1053,1159,317,1270,612,1059,232,2303,336,659,1601,123,2463,419,117,288,339,433,555
"GeneID:51491",354,334,237,228,292,213,244,230,294,191,229,471,516,242,274,162,339,311,124,372
"GeneID:2050",2052,2105,1436,590,2575,2263,2317,2457,3653,61,627,168,931,697,703,1009,660,433,1869,273
"GeneID:11023",686,0,0,87,0,2,0,381,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102725201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:2307",68,38,61,38,64,124,144,36,48,2,66,35,44,21,67,788,236,78,711,64
"GeneID:101927464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:814",40,40,145,1441,72,88,19,51,176,2762,416,1796,55,153,488,274,1232,1842,129,919
"GeneID:254102",1941,1602,2078,1378,4988,5467,8359,2840,3906,1270,11240,2796,3586,6228,9644,4773,3627,13314,4115,4512
"GeneID:994",1289,1107,703,2162,720,941,3044,1057,276,1246,1386,1573,3088,1487,1823,841,1056,1872,902,619
"GeneID:153527",1830,1610,982,1392,954,1495,646,1561,1040,1625,1188,1602,797,1120,1446,1259,1488,1383,691,1006
"GeneID:10216",3990,129,145,44,3886,257,516,14,274,19,9846,24,1490,3,16274,548,17,30576,3342,781
"GeneID:2918",763,631,219,366,220,126,76,3942,21,2377,1,7950,56,115,19,1139,5292,56,106,329
"GeneID:200765",431,720,202,270,102,102,125,302,407,518,170,356,186,101,184,102,168,196,99,167
"GeneID:894",362,5711,162,1999,387,1547,106,1666,68,53,1441,127,4560,8,2297,909,402,2843,695,488
"GeneID:26791",2,8,8,1,3,1,3,2,16,3,0,4,2,2,1,1,0,1,0,6
"GeneID:54495",2087,579,2017,1584,1365,1379,1293,1348,1265,2249,1197,1631,1019,1197,1286,1421,1336,1537,1060,971
"GeneID:101927884",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:55540",35,15,782,47,30,114,5,44,157,20,36,102,86,379,45,35,14,63,24,17
"GeneID:101927459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:65059",996,2165,1315,1424,6177,3035,3062,2034,1218,4749,1105,2246,8559,2655,1057,4169,4262,847,2934,6319
"GeneID:163175",18,14,198,57,35,30,30,60,14,90,5,47,42,290,75,2424,97,7,250,256
"GeneID:84848",1,0,24,0,0,0,3,0,1,0,0,0,3,0,0,1,0,0,0,0
"GeneID:102724248",1,1,1,3,0,0,0,1,1,3,0,6,0,0,0,2,1,0,0,0
"GeneID:3267",3559,3025,3001,2861,2249,3799,1836,3081,1742,5136,4705,2919,1941,1210,2795,2503,2482,3929,1906,4242
"GeneID:10238",2791,1907,1772,2469,1232,2372,1545,2910,1396,6638,2309,4999,2934,1933,2704,2598,4004,2314,918,2814
"GeneID:102724767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102723501",0,0,5,0,0,1,7,0,7,1,0,0,3,0,0,2,1,0,2,5
"GeneID:23090",2174,388,2203,5089,970,891,296,1203,1767,2960,2213,3611,970,526,684,1440,3906,335,1188,655
"GeneID:101927385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100500844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:26097",693,756,878,893,592,855,850,863,646,685,754,1533,996,870,904,647,658,1186,482,897
"GeneID:285550",780,396,707,627,260,227,657,441,766,789,275,782,619,264,215,439,489,441,189,501
"GeneID:23317",11791,6222,6397,7062,7271,10039,10497,6834,7465,10063,6700,7351,5522,8037,7847,9739,9818,9090,7252,10585
"GeneID:11199",0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2
"GeneID:116461",239,129,257,246,112,212,207,87,175,325,177,219,107,320,229,164,175,228,137,169
"GeneID:407040",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GeneID:102724072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:146861",0,2,0,0,0,8,4,6,0,2,0,0,0,0,0,0,0,0,0,1
"GeneID:401480",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GeneID:100616246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100874048",4,1,7,0,11,3,1,0,0,5,3,6,7,3,4,13,3,0,4,6
"GeneID:26298",0,26,1950,0,456,116,42,24,221,10,95,0,3,13,249,1,6,108,2,5
"GeneID:5165",489,486,271,509,249,780,192,281,217,51,615,521,128,615,760,491,493,984,930,474
"GeneID:100616373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:441046",1,2,3,0,0,1,5,2,7,0,0,1,2,1,2,2,7,2,5,1
"GeneID:594857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102724748",0,1,1,1,0,0,1,0,1,0,0,0,0,0,3,1,1,0,0,1
"GeneID:100302115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100188893",1144,1172,660,880,632,958,4524,1328,836,759,793,713,844,1473,814,523,971,1018,401,561
"GeneID:203",557,618,620,512,892,508,1735,593,768,893,844,1338,699,1605,837,872,1685,1134,1218,1118
"GeneID:222255",3073,2788,997,1933,935,1013,715,2182,1183,1472,1327,1705,1781,432,1335,1338,857,1736,713,1053
"GeneID:441528",8,99,0,1,26,36,10,41,74,96,0,2,50,1,2,11,16,5,1,144
"GeneID:100422874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100506563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:401497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:7592",2255,1197,1415,2150,1981,1274,2453,1506,1976,3393,1963,4014,1228,1106,2049,2102,2313,3218,2463,1504
"GeneID:401478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101929143",0,1,0,1,1,0,1,0,1,2,0,2,4,0,0,0,0,0,0,3
"GeneID:101927840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:10294",1827,1672,1477,1601,1354,2314,806,1159,1345,1881,1413,2337,850,1474,1859,1726,2171,2213,1038,1775
"GeneID:2578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:2977",202,281,829,365,1505,400,477,199,862,117,195,1859,496,1715,229,792,798,122,427,916
"GeneID:102724280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:128308",24,37,37,49,54,70,112,62,36,74,28,72,66,22,43,59,27,41,47,41
"GeneID:2703",0,0,401,499,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101927793",1,0,0,0,0,0,0,0,18,0,0,1,0,1,0,0,0,0,0,0
"GeneID:102466953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:407054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100873973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102725353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102725328",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:8938",31,55,83,216,43,83,14,96,173,63,49,67,79,51,108,191,285,70,16,322
"GeneID:2962",2171,1961,2681,1842,1497,1824,1354,2951,1423,2088,1331,1379,1836,1973,1703,1706,2212,1622,1208,1740
"GeneID:103021165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101930089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:401230",1,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GeneID:22824",398,222,396,7407,1469,129,107,55,993,810,281,9205,3722,1481,135,2112,2464,69,129,2180
"GeneID:27075",709,1333,115,939,2458,1098,2620,536,484,318,469,2675,68,174,955,739,511,2237,253,708
"GeneID:54763",0,0,0,0,0,0,23,0,0,0,0,0,0,247,6,0,0,0,0,0
"GeneID:348303",19,39,58,26,0,55,0,0,124,2,3,6,2,4,0,1,0,0,0,11
"GeneID:344558",47,94,492,437,293,404,139,98,205,24,361,105,102,138,311,378,160,721,489,721
"GeneID:7498",451,982,7,1,516,278,18,51,42,263,45,136,6,210,5,71,58,37,15,301
"GeneID:23294",1530,2708,4211,1833,2206,2968,1823,2227,1862,3287,1626,6442,19282,1704,2205,3923,3960,2383,1176,4007
"GeneID:196951",100,64,125,164,24,80,40,159,134,368,20,26,218,59,60,116,49,57,28,70
"GeneID:100190939",35,54,58,38,17,11,7,51,89,31,42,15,39,36,23,62,49,20,21,113
"GeneID:4695",1054,827,493,472,628,853,322,1097,370,833,739,735,1142,765,889,578,1014,807,412,553
"GeneID:784",352,509,912,252,476,501,527,680,369,2448,349,1116,331,398,177,1378,2052,178,596,2398
"GeneID:55835",3837,2204,3005,3513,2082,2618,3853,3072,3029,9356,1988,6073,6670,4860,2140,2118,1917,2133,2424,3641
"GeneID:23558",1266,755,598,1065,860,1623,644,1122,1050,3054,907,1985,763,1038,1598,3593,4587,1089,586,1706
"GeneID:11336",1683,2685,1605,1951,1263,1776,1994,2787,2058,1366,2210,2022,1697,857,2026,1683,2570,3003,1077,2217
"GeneID:101929358",2,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"GeneID:101927955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:162967",2210,1487,3218,3615,1060,1667,1069,1979,3137,5051,483,2611,3431,694,991,1403,2018,1322,3164,1685
"GeneID:735301",0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
"GeneID:353299",0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,3,1,2,0,5
"GeneID:140578",1,1,9,239,1,2,4,1,445,7,5,2040,39,0,9,13,204,8,8,84
"GeneID:100506571",1,1,3,7,1,0,9,1,0,3,2,6,0,0,2,2,0,0,1,0
"GeneID:51123",875,472,869,794,554,939,1101,726,1382,976,628,718,536,1755,854,1040,1133,690,464,1155
"GeneID:5547",4422,2131,1371,3309,5094,5916,4024,3314,1357,480,2381,1197,1279,3330,3694,2490,2022,1356,2829,2373
"GeneID:392307",2,1,5,4,0,0,0,1,16,1,13,0,0,0,2,0,2,2,0,3
"GeneID:345611",0,0,0,4,1,1,25,0,1,11,7,8,0,2,3,2,0,15,0,31
"GeneID:55893",272,817,682,195,92,306,301,282,396,406,335,363,660,553,505,417,326,499,171,309
"GeneID:692197",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"GeneID:51645",610,655,616,626,327,663,517,398,366,608,293,693,829,1522,366,341,815,181,247,319
"GeneID:64180",1,0,7,8,12,10,12,3,0,1,26,1,4,0,15,16,4,17,1,0
"GeneID:101930534",173,79,272,188,176,94,215,202,218,128,105,165,157,149,106,139,85,95,117,122
"GeneID:102725182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
"GeneID:81669",5484,4672,7179,6055,5104,2891,3489,7139,8682,2372,4838,5165,3262,6557,4175,4698,3959,5145,3908,4961
"GeneID:104",454,1636,443,469,1361,852,2179,787,2057,242,1221,922,1200,345,1277,983,1079,2351,2380,1551
"GeneID:100500849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928120",0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1
"GeneID:133686",2353,2507,1115,1029,1302,972,4481,4011,1085,1491,477,917,1673,1140,522,951,868,437,1016,983
"GeneID:122809",1322,1150,931,2058,887,1074,823,479,581,2051,1250,1469,582,1157,870,1151,658,1605,778,1712
"GeneID:2971",2918,2797,902,1548,1642,2566,2127,1546,1487,1939,1810,3642,2149,2915,2893,1813,1662,3276,1707,2446
"GeneID:6222",22991,26978,10151,7016,8495,8382,3814,15252,23117,4401,5344,13274,22023,7043,8949,5025,8443,16331,5403,6101
"GeneID:9293",238,218,273,239,241,329,209,238,366,427,1057,361,193,253,619,405,207,1318,169,287
"GeneID:81930",2724,581,1021,1107,368,1052,1240,777,549,2896,860,1247,2610,3033,745,123,84,614,371,98
"GeneID:414300",0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"GeneID:6102",1590,713,873,952,1011,1897,1815,781,543,549,1017,1091,546,1315,1142,1065,644,1154,1101,1518
"GeneID:102723315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100302111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:26515",39,98,80,126,73,79,76,76,49,163,102,71,73,41,87,111,179,88,51,77
"GeneID:5729",27,24,14,5,93,44,47,27,3,19,267,3,8,0,87,35,63,76,67,87
"GeneID:2959",1300,679,788,1121,716,1336,789,1118,911,1316,1421,1112,845,1023,1541,1484,1364,1220,747,1197
"GeneID:645206",0,0,0,1,0,0,0,0,2,1,0,5,0,0,0,4,1,0,0,0
"GeneID:257397",2119,1119,3186,1672,813,1617,1014,2690,1631,3752,2396,2460,811,2517,2004,1969,1291,2511,901,2579
"GeneID:5369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:652276",38,73,168,76,51,73,95,60,150,121,54,130,85,45,74,91,110,77,52,121
"GeneID:101929445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:574518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:6474",8,0,4,47,75,27,360,7,311,134,274,32,220,1020,272,140,468,3,151,57
"GeneID:220988",3665,3050,5768,2820,2857,2562,2562,2212,2619,1963,2391,5571,2782,3464,2500,1744,1709,3830,1581,2115
"GeneID:55616",966,736,641,262,840,673,2603,713,610,263,455,118,424,3235,385,1105,433,242,2200,222
"GeneID:222962",152,351,904,205,35,158,27,201,86,1070,35,1912,273,92,12,732,1795,11,20,654
"GeneID:548645",231,147,369,427,247,359,620,176,293,255,231,198,223,250,161,232,188,224,194,516
"GeneID:90324",208,265,319,289,205,310,328,375,164,361,377,235,409,273,604,299,318,644,227,368
"GeneID:116938",41,36,56,16,15,19,14,58,222,50,58,21,31,68,29,31,21,61,4,108
"GeneID:23498",324,466,40,86,143,586,54,119,433,12,376,46,161,219,335,230,130,256,394,140
"GeneID:57477",1730,2042,720,1931,10177,4314,1654,16379,2277,310,1489,2633,766,355,1494,5900,2041,629,5561,5234
"GeneID:10230",178,122,307,197,96,207,105,499,78,306,161,120,54,155,116,170,346,122,70,176
"GeneID:284047",5743,3364,1108,382,1591,1733,6859,3819,6830,4373,908,8366,3303,1495,999,4246,3805,2643,1630,10565
"GeneID:158801",2,0,16,1,5,6,5,2,3,8,4,3,1,25,5,2,4,8,9,0
"GeneID:23154",286,270,1013,1250,327,186,362,269,596,642,502,523,414,259,598,1065,2900,1198,388,1197
"GeneID:9321",16146,10383,13237,10128,10391,9779,12253,12864,13817,10579,10028,7867,8257,17518,9936,12078,10948,11771,11133,10856
"GeneID:79071",297,248,296,251,134,208,459,132,276,421,92,341,242,62,36,196,422,27,182,415
"GeneID:102723965",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:55870",24705,17002,17130,20699,14764,15995,16738,21123,26197,22037,22095,32665,24753,20662,20114,28330,18462,32484,13091,25334
